TransactionID,Date,Amount,Region,Department,CustomerID,TransactionType,RiskScore,IsFraud,RelatedComplianceCheckID
T102280,11-06-2024,73.46,West,Corporate,C2372,Transfer,3.55,0,
T102281,18-08-2024,527.84,South,Retail,C2814,Transfer,4.23,0,
T102282,28-10-2024,976.64,East,Retail,C1898,Payment,3.83,0,
T102283,30-01-2024,847.79,South,Retail,C1309,Transfer,6.47,0,C200566
T102284,30-03-2024,189.6,South,Online,C2787,Withdrawal,6.12,1,
T102285,25-06-2024,13318.79,Central,Support,C2940,Transfer,7.11,0,
T102286,11-09-2025,87.14,Central,Retail,C2103,Deposit,3.01,0,
T102287,30-07-2024,109.97,East,Support,C1043,Payment,5.09,0,
T102288,03-11-2024,533.96,South,Risk,C1915,Payment,6.33,0,C200567
T102289,05-05-2024,5116.18,North,Retail,C2506,Transfer,5.47,0,
T102290,24-01-2025,147.9,Central,Online,C2976,Payment,4.19,0,
T102291,28-06-2024,293.24,North,Corporate,C1452,Payment,6.87,0,
T102292,12-05-2024,1469.61,West,Online,C2007,Payment,7.82,0,C200568
T102293,25-11-2024,394.87,South,Support,C1729,Withdrawal,3.6,0,
T102294,04-01-2024,270.01,Central,Risk,C2222,Payment,2.77,0,
T102295,05-01-2024,795.33,South,Online,C2715,Payment,5.62,0,
T102296,19-05-2024,559.49,South,Corporate,C2231,Payment,5.81,0,
T102297,24-01-2024,1389.26,West,Corporate,C2936,Withdrawal,6.45,0,
T102298,09-03-2024,1900.29,Central,Risk,C1193,Transfer,6.46,0,C200569
T102299,04-08-2024,583.13,Central,Retail,C2035,Payment,5.32,0,
T102300,27-05-2025,572.54,West,Online,C1953,Withdrawal,4.46,0,
T102301,30-12-2024,521.62,West,Online,C1716,Withdrawal,4.14,0,
T102302,23-11-2024,725.57,East,Corporate,C2412,Transfer,6.1,0,C200570
T102303,06-07-2024,431.04,West,Support,C2871,Payment,3.92,0,C200571
T102304,17-08-2025,403.13,Central,Online,C2149,Transfer,2.72,0,
T102305,10-09-2024,1695.87,East,Corporate,C1347,Deposit,5.9,0,C200572
T102306,25-02-2024,2488.26,East,Support,C2095,Payment,6.34,0,C200573
T102307,28-01-2025,66.08,East,Retail,C1439,Payment,5.77,0,
T102308,13-03-2024,408.31,East,Retail,C1731,Payment,4.77,0,C200574
T102309,08-08-2024,176.54,Central,Corporate,C1301,Transfer,2.55,0,C200575
T102310,19-11-2024,277.78,South,Corporate,C2607,Transfer,5.92,0,
T102311,11-07-2025,653.94,North,Retail,C1348,Payment,5,0,
T102312,10-11-2024,900.84,East,Corporate,C1120,Payment,5.09,0,
T102313,24-03-2025,352.64,North,Risk,C1785,Deposit,3.23,0,
T102314,25-09-2025,40.61,East,Online,C2323,Withdrawal,3.73,0,
T102315,24-03-2024,126.72,Central,Risk,C1554,Deposit,4.1,0,
T102316,24-06-2024,1182.99,East,Support,C1207,Withdrawal,5.57,0,
T102317,08-09-2024,15.05,Central,Corporate,C1473,Payment,3.58,0,
T102318,26-09-2024,1677.25,North,Corporate,C1213,Payment,6.99,0,
T102319,19-09-2024,754.06,Central,Support,C2358,Transfer,5.55,0,
T102320,02-08-2025,1957.48,East,Online,C1076,Payment,6.48,0,C200576
T102321,31-03-2025,317.89,North,Retail,C2173,Payment,4.97,0,
T102322,22-01-2025,34,West,Risk,C1251,Payment,5.01,0,
T102323,16-07-2024,676.16,Central,Online,C1571,Deposit,4,0,
T102324,09-06-2025,1862.33,North,Retail,C1212,Payment,4.49,0,C200577
T102325,01-09-2025,1223.74,East,Retail,C2598,Payment,4.07,0,
T102326,07-06-2025,182.14,Central,Corporate,C1497,Transfer,4.79,0,C200578
T102327,01-01-2024,447.7,North,Support,C2815,Deposit,4.66,0,
T102328,10-02-2025,212.85,West,Corporate,C1704,Deposit,2.95,0,
T102329,02-02-2024,150.94,East,Support,C1028,Transfer,3.8,0,C200579
T102330,13-06-2024,1269.61,South,Corporate,C1896,Payment,8.12,1,C200580
T102331,07-02-2024,95.87,West,Risk,C2915,Payment,4.23,0,
T102332,20-01-2025,138.02,North,Corporate,C2536,Deposit,5.74,0,
T102333,14-03-2025,107.25,West,Risk,C1072,Payment,2.23,0,
T102334,14-03-2024,67.47,North,Online,C1788,Withdrawal,3.82,0,
T102335,01-09-2024,480.92,South,Online,C1205,Payment,5.46,0,
T102336,18-10-2024,1625.88,East,Corporate,C2691,Payment,6.53,0,
T102337,23-08-2024,323.16,South,Online,C2681,Transfer,4.26,0,
T102338,18-03-2024,66.23,South,Retail,C2888,Withdrawal,4.64,0,
T102339,24-09-2024,1105.37,Central,Risk,C1051,Deposit,6.02,0,C200581
T102340,24-04-2025,3049.83,Central,Support,C2002,Withdrawal,6.25,0,
T102341,15-02-2024,185.77,Central,Risk,C1321,Transfer,3.66,0,
T102342,21-02-2024,227.18,East,Corporate,C1626,Transfer,2.54,0,
T102343,14-08-2024,749.04,Central,Online,C2249,Withdrawal,2.86,0,
T102344,23-08-2025,2824.96,Central,Online,C2623,Payment,5.28,0,
T102345,02-03-2025,216.2,South,Retail,C2085,Deposit,4.1,0,
T102346,08-03-2025,81.54,South,Online,C1018,Transfer,2.79,0,
T102347,18-08-2024,860.66,North,Corporate,C2793,Deposit,5.67,0,
T102348,13-01-2025,1052.46,East,Corporate,C2733,Withdrawal,6.38,0,
T102349,07-01-2024,406.41,Central,Support,C1310,Payment,3.23,0,
T102350,09-02-2025,206.49,East,Risk,C1590,Payment,4.91,0,
T102351,05-08-2025,1330.43,West,Risk,C2464,Payment,5.53,0,
T102352,25-01-2025,760.25,North,Risk,C1522,Payment,3.1,0,C200582
T102353,11-07-2025,160.43,North,Support,C1655,Payment,5.17,0,
T102354,06-04-2025,427.91,East,Support,C2779,Transfer,3.64,0,
T102355,17-03-2024,79.67,Central,Support,C1084,Payment,6.67,0,
T102356,29-07-2025,918.8,South,Retail,C1957,Payment,6.7,0,
T102357,12-02-2024,294.51,Central,Support,C2562,Deposit,4.33,0,
T102358,06-12-2024,239.16,North,Online,C2813,Payment,4.35,0,
T102359,31-03-2024,387.82,East,Retail,C1002,Deposit,3.02,0,
T102360,08-01-2024,423.42,East,Online,C1770,Payment,6.86,0,
T102361,26-09-2024,1180.76,Central,Risk,C2266,Withdrawal,4.46,0,
T102362,07-07-2024,820,North,Corporate,C1404,Payment,5.27,0,
T102363,06-11-2024,334.39,North,Risk,C2066,Transfer,3.82,0,C200583
T102364,03-01-2025,1008.68,North,Support,C2733,Transfer,5.92,0,C200584
T102365,28-01-2024,652.55,Central,Corporate,C2624,Deposit,5.03,0,
T102366,19-03-2024,241.79,North,Risk,C1232,Payment,3.61,0,
T102367,22-12-2024,347.35,North,Retail,C1507,Payment,5.17,0,
T102368,06-08-2024,337.69,East,Support,C2828,Deposit,6.4,0,
T102369,10-04-2025,739.75,East,Risk,C2373,Payment,5.21,0,
T102370,20-02-2025,259.71,Central,Corporate,C2463,Payment,1.78,0,
T102371,23-06-2025,252.52,Central,Online,C2574,Payment,4.84,0,
T102372,17-03-2025,4283.43,East,Risk,C1915,Payment,4.61,0,C200585
T102373,01-10-2024,1245.99,Central,Retail,C2856,Payment,3.87,0,
T102374,05-03-2025,161.95,West,Corporate,C2186,Payment,2.31,0,
T102375,24-06-2024,800.41,South,Risk,C2322,Payment,6.05,0,
T102376,14-07-2024,464.99,Central,Online,C1985,Payment,3.08,0,C200586
T102377,18-05-2025,645.39,West,Support,C1020,Payment,6.24,0,C200587
T102378,11-10-2024,475.71,South,Support,C2033,Withdrawal,5.81,0,
T102379,24-05-2025,1681.72,West,Support,C1044,Deposit,4.69,0,
T102380,08-06-2025,610.78,South,Corporate,C1604,Payment,5.59,0,C200588
T102381,01-07-2025,374.46,North,Online,C2026,Withdrawal,6.08,0,
T102382,07-08-2025,1408.99,West,Online,C1042,Deposit,4.9,0,
T102383,01-10-2024,533.76,Central,Risk,C2203,Transfer,6.4,0,
T102384,22-07-2024,466.74,West,Support,C1296,Deposit,5.03,0,
T102385,06-01-2025,588.06,South,Corporate,C1376,Payment,4.16,0,
T102386,24-08-2024,360.56,Central,Support,C2130,Withdrawal,5.63,0,
T102387,18-01-2025,407.92,North,Support,C1936,Transfer,3.86,0,
T102388,26-03-2025,199.53,South,Risk,C1716,Payment,5.89,0,
T102389,15-03-2025,163.79,South,Risk,C2800,Withdrawal,2.71,0,
T102390,26-08-2024,121.72,North,Risk,C2453,Transfer,5.45,0,C200589
T102391,16-04-2024,75.92,South,Retail,C2935,Payment,3.82,0,
T102392,01-10-2024,140.38,West,Retail,C1635,Payment,4.84,0,
T102393,31-03-2024,327.3,Central,Corporate,C2136,Withdrawal,4.1,0,
T102394,21-07-2025,456.57,Central,Corporate,C1376,Withdrawal,5.28,0,
T102395,08-08-2024,291.33,West,Risk,C1046,Transfer,1.46,0,
T102396,08-04-2024,23.88,East,Online,C2691,Transfer,3.02,0,
T102397,17-01-2024,2669.12,West,Corporate,C2307,Payment,4.47,0,
T102398,16-02-2025,1485.9,Central,Retail,C1330,Payment,6.53,0,
T102399,10-02-2025,688.77,East,Retail,C1235,Deposit,4.46,0,C200590
T102400,05-08-2024,3979.81,West,Support,C1861,Deposit,5.68,0,
T102401,15-02-2024,124.86,East,Risk,C2674,Transfer,2.5,0,
T102402,18-09-2024,3886.06,South,Online,C1284,Deposit,6.53,0,
T102403,17-07-2024,126.69,East,Risk,C1753,Deposit,2.89,0,C200591
T102404,08-03-2025,537.26,West,Retail,C2463,Payment,4.86,0,
T102405,21-01-2025,87.48,West,Online,C2272,Payment,3.26,0,
T102406,20-08-2024,410.61,South,Corporate,C1715,Payment,3.5,0,
T102407,19-05-2024,641.24,East,Support,C1711,Payment,4.58,0,
T102408,22-09-2025,335.08,Central,Retail,C2080,Withdrawal,3.88,0,
T102409,16-10-2024,950.18,Central,Support,C1436,Payment,6.49,0,
T102410,15-03-2025,454.33,South,Risk,C2097,Deposit,6.17,0,
T102411,30-03-2024,215.53,North,Online,C1118,Transfer,2.7,0,C200592
T102412,05-11-2024,204.35,West,Risk,C1570,Withdrawal,4.48,0,C200593
T102413,18-01-2024,1067.52,South,Support,C2314,Payment,5.07,0,
T102414,18-11-2024,184.11,North,Retail,C1947,Payment,3.12,0,
T102415,07-09-2025,1210.13,South,Support,C2827,Transfer,5.67,0,C200594
T102416,02-09-2024,1749.8,West,Retail,C2356,Withdrawal,6.32,0,
T102417,25-01-2024,54.46,West,Support,C1057,Deposit,0.13,0,C200595
T102418,20-01-2024,1571.07,East,Risk,C1499,Transfer,6.88,0,
T102419,04-09-2024,4781.49,East,Support,C1730,Payment,7.31,0,C200596
T102420,12-04-2024,545.88,East,Corporate,C2767,Payment,4.9,0,C200597
T102421,15-01-2024,827.91,North,Risk,C2281,Deposit,4.17,0,
T102422,27-04-2025,1400.25,East,Support,C1795,Payment,6.18,1,
T102423,19-10-2024,289.87,North,Support,C1481,Transfer,3.7,0,
T102424,03-07-2024,502.07,East,Online,C2492,Transfer,6.4,0,C200598
T102425,28-07-2025,83.34,South,Risk,C1325,Payment,4.7,0,
T102426,15-03-2024,476.45,West,Online,C2086,Payment,4.86,0,
T102427,01-09-2025,733.43,West,Risk,C2203,Deposit,4.17,0,
T102428,19-07-2024,749.49,South,Retail,C2851,Deposit,5.75,0,
T102429,20-07-2025,1448.83,North,Risk,C1230,Deposit,6.57,1,
T102430,19-01-2025,159.21,South,Risk,C2881,Payment,3.67,0,
T102431,11-06-2025,212.91,West,Support,C2187,Payment,4.77,0,
T102432,19-09-2025,3922.99,North,Corporate,C2383,Deposit,5.74,0,
T102433,03-07-2024,336.84,North,Risk,C2233,Payment,2.5,0,
T102434,05-09-2025,512.88,West,Online,C2469,Transfer,2.89,0,
T102435,05-09-2024,372.26,West,Corporate,C2907,Payment,4.85,0,
T102436,02-09-2024,150.5,South,Risk,C1554,Transfer,5.86,0,C200599
T102437,05-08-2024,2830.57,East,Corporate,C1422,Payment,4.93,0,
T102438,11-12-2024,214.17,Central,Retail,C2156,Deposit,3.31,0,
T102439,08-04-2024,104.3,Central,Corporate,C1729,Deposit,4.14,0,
T102440,19-12-2024,234.89,South,Retail,C1202,Payment,4.39,0,C200600
T102441,11-12-2024,36.52,West,Corporate,C1689,Payment,3.39,0,C200601
T102442,01-05-2025,184.65,East,Corporate,C1783,Transfer,4.8,0,
T102443,15-06-2025,126.25,Central,Online,C2490,Payment,3.89,0,C200602
T102444,08-10-2024,846.33,East,Online,C2587,Deposit,5.41,0,C200603
T102445,11-07-2024,179.81,West,Support,C1452,Payment,2.8,0,C200604
T102446,14-06-2024,1170.71,West,Corporate,C2606,Payment,4.97,0,
T102447,04-05-2024,2160.69,East,Retail,C2026,Transfer,7.41,0,
T102448,06-02-2024,1030.1,West,Corporate,C2112,Withdrawal,5.95,0,
T102449,06-08-2024,311.54,South,Risk,C2929,Payment,4.88,0,
T102450,21-06-2024,477.87,North,Retail,C2074,Payment,3.79,0,
T102451,08-09-2025,64.72,East,Risk,C2476,Payment,2.48,0,C200605
T102452,21-12-2024,343.6,Central,Support,C1671,Payment,3.32,0,
T102453,09-08-2024,143.66,East,Risk,C2020,Payment,1.8,0,
T102454,05-01-2025,928.15,West,Support,C1479,Deposit,4.98,0,C200606
T102455,29-03-2024,8842.3,West,Support,C2156,Payment,6.42,0,
T102456,10-10-2024,734.94,North,Support,C2270,Payment,5.36,0,C200607
T102457,03-02-2025,36.99,South,Risk,C1885,Withdrawal,4.3,0,C200608
T102458,07-11-2024,261.52,West,Support,C2706,Payment,3.67,0,
T102459,13-09-2024,467.31,Central,Support,C2746,Deposit,6.32,0,C200609
T102460,26-09-2025,448.02,North,Online,C1395,Withdrawal,5.41,0,C200610
T102461,15-07-2025,167.84,South,Corporate,C1158,Payment,5.81,0,C200611
T102462,01-02-2025,541.5,North,Support,C1464,Deposit,3.56,0,C200612
T102463,29-12-2024,90.83,South,Retail,C2173,Payment,5.09,0,C200613
T102464,30-01-2025,129.81,South,Retail,C1570,Transfer,3.12,0,
T102465,08-05-2024,875.64,East,Online,C2013,Deposit,4.31,0,C200614
T102466,09-09-2024,119.25,South,Risk,C2331,Deposit,3.8,0,
T102467,26-01-2024,769.59,South,Risk,C1558,Payment,4.16,0,
T102468,30-10-2024,77.99,West,Risk,C2521,Payment,4.09,0,
T102469,12-12-2024,3353.6,Central,Support,C2896,Payment,7.22,1,C200615
T102470,25-05-2024,159.31,South,Risk,C1981,Withdrawal,4.66,0,
T102471,07-09-2025,308.46,West,Risk,C2020,Deposit,4.47,0,
T102472,03-08-2025,599.88,South,Corporate,C2328,Payment,6.42,0,C200616
T102473,05-04-2025,204.71,Central,Support,C2335,Payment,4.76,0,
T102474,06-12-2024,479.19,West,Support,C1542,Withdrawal,4.67,0,
T102475,09-07-2025,804.67,West,Retail,C1246,Payment,5.05,0,
T102476,24-03-2024,1277.6,North,Retail,C1698,Payment,4.47,0,
T102477,19-05-2025,1042.94,East,Corporate,C2258,Payment,4.23,0,C200617
T102478,20-03-2024,328.27,East,Online,C2861,Payment,4.03,0,C200618
T102479,21-05-2025,338.34,South,Support,C2355,Deposit,3.33,0,
T102480,24-06-2024,6761.03,South,Retail,C2194,Deposit,5.32,0,
T102481,13-07-2025,1261.26,East,Risk,C2498,Payment,4.42,0,
T102482,25-08-2025,133.46,West,Support,C1592,Deposit,5.24,0,
T102483,04-04-2024,454.86,North,Support,C1841,Payment,3.84,0,C200619
T102484,22-10-2024,269.84,East,Support,C2388,Deposit,5.43,0,
T102485,17-09-2025,342.95,North,Retail,C2028,Payment,3.84,0,
T102486,04-11-2024,92.26,North,Corporate,C1515,Withdrawal,3.92,0,
T102487,04-07-2025,246.09,West,Retail,C1486,Payment,3.4,0,
T102488,10-01-2025,3547.03,South,Risk,C1654,Payment,6.48,0,
T102489,27-08-2024,808.27,East,Risk,C1897,Deposit,7.94,0,C200620
T102490,01-07-2024,20.3,South,Online,C2456,Payment,1.81,0,
T102491,09-05-2024,1737.27,West,Retail,C1311,Deposit,5.39,0,
T102492,01-05-2025,1491.53,East,Retail,C2524,Payment,4.21,0,
T102493,03-09-2024,262.13,Central,Online,C2671,Payment,5.74,0,C200621
T102494,22-11-2024,954.05,South,Online,C2807,Deposit,6.84,0,
T102495,10-11-2024,143.84,West,Support,C2983,Transfer,2.88,0,
T102496,03-01-2025,229.45,South,Support,C2278,Payment,4.14,0,
T102497,06-07-2025,2436.35,East,Risk,C1723,Payment,6.49,0,
T102498,17-09-2025,291.17,East,Corporate,C2303,Transfer,4.57,0,
T102499,17-09-2024,42.79,South,Risk,C1762,Payment,2.05,0,
T102500,11-06-2025,373.92,East,Retail,C1994,Payment,3.51,0,
T102501,02-05-2025,367.12,South,Corporate,C2334,Transfer,3.18,0,
T102502,31-12-2024,1699.42,North,Support,C1693,Transfer,6.96,0,
T102503,01-09-2025,410.43,North,Online,C1208,Deposit,5.53,0,
T102504,07-05-2024,243.25,West,Online,C2348,Transfer,6.37,0,C200622
T102505,10-03-2024,1413.84,West,Risk,C2997,Payment,4.39,0,
T102506,28-06-2025,466.36,South,Retail,C1717,Payment,5.18,0,C200623
T102507,07-10-2024,164.02,South,Retail,C1749,Payment,4.25,0,
T102508,24-06-2025,1613.24,North,Online,C2514,Payment,6.14,0,
T102509,23-07-2025,508.97,South,Risk,C2851,Payment,5.62,0,
T102510,09-02-2024,404.85,West,Risk,C1158,Withdrawal,8.56,1,C200624
T102511,17-07-2025,499.44,East,Support,C2555,Deposit,8.66,1,C200625
T102512,13-10-2024,111.63,North,Support,C1460,Transfer,4.25,0,
T102513,21-11-2024,214.18,South,Support,C2023,Transfer,6.22,0,
T102514,03-02-2025,405.17,West,Corporate,C1053,Payment,3.69,0,
T102515,14-08-2025,319.39,North,Risk,C1392,Transfer,4.44,0,
T102516,13-01-2024,1857.36,South,Risk,C1243,Withdrawal,4.84,0,C200626
T102517,31-10-2024,523.68,West,Support,C2697,Withdrawal,5.21,0,
T102518,14-03-2025,1125.39,East,Online,C2739,Payment,6.07,0,
T102519,06-04-2025,408,East,Support,C1743,Withdrawal,7.49,1,C200627
T102520,17-03-2025,1433.03,Central,Corporate,C2359,Withdrawal,4.49,0,
T102521,26-03-2024,650.04,North,Online,C2216,Payment,6.65,0,
T102522,10-07-2024,409.98,West,Risk,C2167,Payment,4.24,0,C200628
T102523,16-08-2024,397.05,North,Corporate,C1837,Withdrawal,4.04,0,
T102524,28-05-2025,128.34,East,Corporate,C2235,Transfer,3.64,0,
T102525,26-06-2024,741.22,Central,Online,C1901,Withdrawal,7.53,0,C200629
T102526,14-05-2024,384.43,East,Support,C1290,Payment,2.33,0,
T102527,02-09-2025,220.88,West,Support,C2640,Payment,4.84,0,
T102528,06-01-2024,1521.96,Central,Retail,C2522,Payment,7.01,0,
T102529,28-09-2025,89.99,North,Online,C1130,Payment,2.51,0,
T102530,07-03-2025,242.99,West,Support,C2300,Transfer,5.01,0,
T102531,12-06-2025,1384.73,Central,Corporate,C2414,Deposit,4.72,0,
T102532,06-07-2024,589.12,East,Support,C2357,Withdrawal,7.34,0,C200630
T102533,10-01-2024,380.91,North,Support,C2949,Deposit,3.13,0,
T102534,15-04-2025,545.23,North,Corporate,C1277,Payment,5.63,0,
T102535,16-06-2025,500.34,South,Online,C1141,Payment,4.35,0,C200631
T102536,17-04-2025,65.37,North,Retail,C2974,Payment,3.28,0,
T102537,01-04-2024,265.31,East,Support,C2880,Transfer,4.08,0,
T102538,25-04-2025,2806.87,North,Support,C1066,Payment,7.42,1,
T102539,05-05-2025,182.88,South,Support,C2412,Transfer,4.4,0,C200632
T102540,24-02-2025,275.35,East,Online,C2732,Payment,2.77,0,C200633
T102541,03-05-2025,210.62,East,Corporate,C1882,Payment,4.72,0,
T102542,23-06-2025,363.43,East,Corporate,C2082,Payment,4.99,0,
T102543,26-01-2025,200.39,West,Corporate,C2769,Payment,5.49,0,
T102544,26-02-2024,723.49,North,Corporate,C1392,Withdrawal,5.55,0,
T102545,07-11-2024,511.21,North,Corporate,C1508,Withdrawal,3.08,0,
T102546,19-02-2024,1020.71,North,Corporate,C1175,Payment,6.8,0,
T102547,17-09-2024,114.31,East,Support,C2125,Withdrawal,5.22,0,
T102548,16-09-2024,268.16,North,Support,C1036,Transfer,5.08,0,
T102549,12-02-2024,307.7,West,Corporate,C2347,Transfer,4.9,0,
T102550,10-08-2024,696.99,South,Corporate,C1915,Payment,5.57,0,
T102551,11-03-2024,155.73,Central,Online,C1596,Withdrawal,5.46,0,
T102552,30-05-2025,1210.49,East,Online,C1433,Payment,7.14,0,
T102553,27-08-2025,1675.22,East,Risk,C1495,Payment,6.38,0,
T102554,16-02-2024,123.14,West,Support,C2559,Payment,4.67,0,
T102555,01-09-2025,223.84,West,Corporate,C1891,Transfer,4.57,0,
T102556,29-11-2024,213.08,East,Support,C2734,Transfer,7.18,0,
T102557,10-07-2024,9498.26,Central,Risk,C2005,Deposit,4.51,0,
T102558,19-02-2024,240.84,East,Online,C2149,Withdrawal,3.58,0,
T102559,15-11-2024,3020.42,West,Risk,C1304,Deposit,5.2,0,
T102560,21-05-2025,88.24,South,Retail,C1255,Withdrawal,6.2,0,
T102561,27-03-2025,123.03,Central,Online,C2415,Payment,3.65,0,
T102562,02-02-2024,176.99,South,Support,C1586,Transfer,1.76,0,C200634
T102563,16-02-2024,146.23,South,Online,C2520,Payment,3.06,0,
T102564,14-09-2024,292.52,West,Risk,C1621,Transfer,5.19,0,
T102565,07-07-2024,172.34,North,Corporate,C2480,Transfer,4.19,0,
T102566,28-05-2024,150.93,South,Risk,C2029,Withdrawal,3.93,0,
T102567,28-06-2024,1619.98,South,Risk,C2575,Payment,5.97,0,
T102568,27-05-2025,1752.07,West,Corporate,C1848,Withdrawal,7.15,0,
T102569,15-08-2025,1260.36,Central,Support,C1949,Payment,6.65,1,
T102570,15-09-2024,756.57,West,Support,C2740,Payment,4.21,0,C200635
T102571,01-08-2025,450.92,Central,Online,C2388,Transfer,5.18,0,
T102572,24-07-2024,222.2,East,Risk,C1656,Transfer,6.19,0,
T102573,30-10-2024,128.54,North,Online,C2330,Payment,4.2,0,
T102574,24-05-2024,623.65,North,Corporate,C2025,Transfer,4.34,0,C200636
T102575,12-02-2025,98.66,East,Retail,C2181,Transfer,2.38,0,
T102576,16-09-2025,122.4,South,Support,C1927,Payment,4.19,0,
T102577,20-01-2025,1609.21,South,Corporate,C1817,Withdrawal,5.46,0,
T102578,16-08-2024,3947.27,East,Support,C1227,Payment,6.07,0,
T102579,17-02-2025,646.75,West,Online,C2222,Withdrawal,5.33,0,
T102580,19-03-2024,1521.95,South,Retail,C2787,Payment,4.84,0,
T102581,20-07-2025,300.36,West,Risk,C2423,Payment,6.07,0,C200637
T102582,16-11-2024,81.03,West,Support,C1082,Deposit,3.51,0,
T102583,13-10-2024,841.01,West,Risk,C1974,Withdrawal,7.62,0,C200638
T102584,08-01-2025,798.83,Central,Online,C2462,Withdrawal,6.44,0,C200639
T102585,02-02-2025,439.66,South,Support,C1440,Payment,4.69,0,
T102586,15-02-2024,301.61,West,Online,C2485,Payment,2.98,0,
T102587,11-03-2025,1280.05,Central,Risk,C2068,Transfer,6.33,0,
T102588,03-06-2024,123.61,East,Online,C2459,Payment,4.46,0,
T102589,31-03-2025,159.41,West,Online,C1710,Deposit,3.23,0,
T102590,08-06-2025,120.33,South,Online,C1174,Payment,2.5,0,
T102591,27-05-2025,446.74,East,Corporate,C2568,Payment,4.78,0,
T102592,18-12-2024,109.35,North,Corporate,C1383,Transfer,4.09,0,
T102593,27-11-2024,177.49,Central,Support,C2889,Withdrawal,4.34,0,C200640
T102594,01-04-2024,172.97,West,Online,C1407,Payment,4.13,0,
T102595,09-05-2025,295.09,Central,Online,C2570,Deposit,5.94,0,
T102596,22-06-2024,67.7,West,Online,C1191,Transfer,2.71,0,
T102597,12-11-2024,447.93,North,Corporate,C2108,Withdrawal,7.07,0,
T102598,30-06-2024,1802.2,North,Risk,C1855,Transfer,3.77,0,
T102599,26-03-2024,474.66,Central,Online,C2636,Withdrawal,3.96,0,
T102600,05-02-2025,2564.67,South,Retail,C1463,Payment,4.59,0,C200641
T102601,04-02-2024,1999.79,South,Support,C2339,Withdrawal,6.11,0,C200642
T102602,22-04-2025,1025.86,East,Corporate,C1720,Transfer,5.86,0,
T102603,21-07-2024,441.26,East,Risk,C1028,Payment,6.89,0,
T102604,01-01-2024,414.47,West,Retail,C2297,Payment,5,0,C200643
T102605,22-11-2024,1008.84,East,Online,C2209,Withdrawal,6.38,0,
T102606,30-01-2024,252.14,West,Corporate,C2071,Payment,3.09,0,C200644
T102607,25-06-2024,42.14,Central,Online,C1266,Payment,1.49,0,
T102608,27-03-2025,728.08,North,Support,C1386,Payment,6.71,0,
T102609,09-02-2024,103.83,South,Corporate,C1681,Payment,4.9,0,
T102610,19-06-2025,127.16,East,Retail,C2169,Transfer,4.2,0,
T102611,03-01-2024,403.54,Central,Risk,C2039,Payment,3.67,0,C200645
T102612,06-06-2024,359.91,South,Risk,C2320,Payment,7.56,1,C200646
T102613,17-04-2025,74.11,South,Support,C2012,Payment,4.53,0,
T102614,20-07-2024,492.05,West,Risk,C1448,Payment,4.03,0,
T102615,06-03-2024,1286.1,South,Risk,C2578,Transfer,5.6,0,
T102616,17-08-2024,104.17,Central,Support,C2450,Payment,2.02,0,C200647
T102617,21-06-2024,1857.49,Central,Retail,C1346,Payment,5.94,0,
T102618,21-06-2025,62.04,East,Corporate,C1286,Payment,2.86,0,
T102619,18-07-2024,5119.38,West,Corporate,C2516,Withdrawal,9.37,0,C200648
T102620,18-05-2025,246.28,North,Support,C2307,Payment,5.29,0,
T102621,23-07-2025,480.46,West,Online,C1999,Deposit,1.81,0,
T102622,03-10-2024,41.66,West,Support,C2586,Payment,5.35,0,
T102623,03-08-2025,374.44,South,Support,C2562,Withdrawal,5.15,0,C200649
T102624,28-08-2024,530.69,North,Support,C2544,Payment,6.76,0,
T102625,07-09-2025,363.8,Central,Support,C1376,Payment,4.98,0,
T102626,26-02-2024,205.27,East,Risk,C2403,Transfer,4.43,0,
T102627,14-03-2025,129.56,West,Risk,C1421,Withdrawal,2.92,0,
T102628,11-11-2024,1566.55,North,Retail,C1931,Payment,6.46,0,
T102629,04-09-2024,418.62,South,Support,C2851,Payment,6.05,0,
T102630,07-02-2025,2562.92,West,Corporate,C1763,Payment,3.92,0,
T102631,25-03-2025,214.48,South,Online,C1744,Deposit,3.29,0,
T102632,03-01-2024,239.43,East,Risk,C1218,Withdrawal,2.88,0,C200650
T102633,16-04-2024,1073.54,North,Corporate,C1056,Payment,7.55,0,C200651
T102634,30-03-2025,57.54,South,Risk,C1686,Withdrawal,4.71,0,
T102635,01-03-2025,94.05,Central,Retail,C1113,Payment,3.27,0,
T102636,08-09-2025,1505.65,East,Online,C2753,Withdrawal,6.94,0,
T102637,30-04-2025,98.86,Central,Risk,C2269,Transfer,2.1,0,C200652
T102638,29-08-2025,45.47,Central,Online,C1474,Payment,3.57,0,C200653
T102639,24-03-2025,3798.01,Central,Online,C2091,Payment,7.42,1,
T102640,09-07-2024,75.75,Central,Corporate,C2842,Deposit,2.9,0,
T102641,08-03-2024,503.18,North,Risk,C1057,Withdrawal,4.87,0,
T102642,13-05-2025,438.3,Central,Online,C1303,Withdrawal,5.38,0,
T102643,14-02-2025,13.84,North,Support,C1997,Payment,3.78,0,
T102644,31-01-2024,292.72,North,Online,C2338,Payment,2.67,0,
T102645,17-08-2024,690.97,North,Online,C2099,Transfer,4.89,0,
T102646,02-09-2025,617.19,South,Risk,C1302,Withdrawal,3.92,0,
T102647,15-11-2024,1193,West,Support,C1910,Deposit,6.14,0,
T102648,03-10-2024,253.41,South,Online,C2646,Payment,4.03,0,
